#! FIELDS dd file.free
#! SET min_dd 1.45413
#! SET max_dd 2.5871
#! SET nbins_dd 101
#! SET periodic_dd false
    1.454125      8.279162
    1.465455      8.030512
    1.476785      7.670126
    1.488115      7.178532
    1.499444      6.579484
    1.510774      5.930560
    1.522104      5.297094
    1.533434      4.732845
    1.544763      4.274609
    1.556093      3.944567
    1.567423      3.753958
    1.578753      3.705199
    1.590083      3.791408
    1.601412      3.992581
    1.612742      4.267835
    1.624072      4.546144
    1.635402      4.727982
    1.646732      4.719669
    1.658061      4.492334
    1.669391      4.100025
    1.680721      3.632055
    1.692051      3.162531
    1.703380      2.735585
    1.714710      2.370992
    1.726040      2.071136
    1.737370      1.823314
    1.748700      1.599457
    1.760029      1.360669
    1.771359      1.075099
    1.782689      0.744142
    1.794019      0.411964
    1.805349      0.144779
    1.816678     -0.000000
    1.828008      0.007660
    1.839338      0.165950
    1.850668      0.445190
    1.861997      0.799372
    1.873327      1.186060
    1.884657      1.586850
    1.895987      2.013249
    1.907317      2.494481
    1.918646      3.060690
    1.929976      3.733144
    1.941306      4.520079
    1.952636      5.407028
    1.963966      6.319656
    1.975295      7.036696
    1.986625      7.183815
    1.997955      6.640072
    2.009285      5.759152
    2.020614      4.903424
    2.031944      4.238658
    2.043274      3.817304
    2.054604      3.645925
    2.065934      3.707508
    2.077263      3.963525
    2.088593      4.350191
    2.099923      4.780631
    2.111253      5.163907
    2.122582      5.434633
    2.133912      5.565739
    2.145242      5.560416
    2.156572      5.450930
    2.167902      5.301931
    2.179231      5.193792
    2.190561      5.195307
    2.201891      5.349303
    2.213221      5.673381
    2.224551      6.165643
    2.235880      6.808081
    2.247210      7.566263
    2.258540      8.389903
    2.269870      9.223494
    2.281199     10.030300
    2.292529     10.812820
    2.303859     11.607710
    2.315189     12.462269
    2.326519     13.417157
    2.337848     14.503291
    2.349178     15.744495
    2.360508     17.156712
    2.371838     18.737835
    2.383168     20.441142
    2.394497     22.129882
    2.405827     23.569821
    2.417157     24.598693
    2.428487     25.320396
    2.439816     25.962852
    2.451146     26.677904
    2.462476     27.529993
    2.473806     28.546436
    2.485136     29.747971
    2.496465     31.157444
    2.507795     32.798354
    2.519125     34.691540
    2.530455     36.853316
    2.541785     39.295251
    2.553114     42.024501
    2.564444     45.042819
    2.575774     48.338454
    2.587104     51.847917
