#! FIELDS dd file.free
#! SET min_dd 0.619878
#! SET max_dd 2.34046
#! SET nbins_dd 101
#! SET periodic_dd false
    0.619878     68.934883
    0.637084     69.135162
    0.654290     69.648696
    0.671496     70.155723
    0.688702     70.164316
    0.705907     69.520305
    0.723113     68.508664
    0.740319     67.294258
    0.757525     65.928717
    0.774730     64.557397
    0.791936     63.225253
    0.809142     61.712636
    0.826348     59.928275
    0.843554     58.216564
    0.860759     56.939240
    0.877965     56.224081
    0.895171     55.773406
    0.912377     54.051697
    0.929583     50.442718
    0.946788     46.648692
    0.963994     43.294146
    0.981200     40.451476
    0.998406     38.106487
    1.015611     36.187202
    1.032817     34.496355
    1.050023     32.699933
    1.067229     30.637491
    1.084435     28.546936
    1.101640     26.708429
    1.118846     25.226329
    1.136052     24.103244
    1.153258     23.325875
    1.170463     22.865941
    1.187669     22.590699
    1.204875     22.175825
    1.222081     21.325374
    1.239287     20.159262
    1.256492     18.984185
    1.273698     17.971090
    1.290904     17.171133
    1.308110     16.579000
    1.325316     16.124691
    1.342521     15.603553
    1.359727     14.710946
    1.376933     13.406477
    1.394139     12.004766
    1.411344     10.774001
    1.428550      9.807501
    1.445756      9.110150
    1.462962      8.648658
    1.480168      8.353940
    1.497373      8.140079
    1.514579      7.962884
    1.531785      7.845058
    1.548991      7.816436
    1.566196      7.829609
    1.583402      7.718121
    1.600608      7.276165
    1.617814      6.469060
    1.635020      5.468663
    1.652225      4.461462
    1.669431      3.551524
    1.686637      2.781102
    1.703843      2.162794
    1.721049      1.694141
    1.738254      1.359055
    1.755460      1.122807
    1.772666      0.930106
    1.789872      0.721900
    1.807077      0.474619
    1.824283      0.225564
    1.841489      0.047742
    1.858695     -0.000000
    1.875901      0.091515
    1.893106      0.260971
    1.910312      0.379722
    1.927518      0.340562
    1.944724      0.190341
    1.961929      0.091017
    1.979135      0.168531
    1.996341      0.470652
    2.013547      1.018950
    2.030753      1.849792
    2.047958      2.991515
    2.065164      4.382365
    2.082370      5.768378
    2.099576      6.796846
    2.116782      7.445587
    2.133987      7.994191
    2.151193      8.596458
    2.168399      9.236332
    2.185605      9.881257
    2.202810     10.555947
    2.220016     11.296403
    2.237222     12.098679
    2.254428     12.937217
    2.271634     13.814884
    2.288839     14.774830
    2.306045     15.867134
    2.323251     17.117147
    2.340457     18.518266
